,Date,PX_LAST,PX_VOLUME
460,7/2/2020,381.75,79815642
461,7/1/2020,381.5,75220625
462,6/30/2020,385.49,108410840
463,6/29/2020,379.56,82084378
464,6/26/2020,375.84,219633250
465,6/25/2020,392.86,83473755
466,6/24/2020,382.51,102370259
467,6/23/2020,396.43,86045857
468,6/22/2020,394.78,93330544
469,6/19/2020,396.68,399575184
470,6/18/2020,399.37,88608409
471,6/17/2020,399.73,92798131
472,6/16/2020,405.29,107160957
473,6/15/2020,399.56,102101662
474,6/12/2020,394.14,99699978
475,6/11/2020,382.62,131613029
476,6/10/2020,416.7,109151063
477,6/9/2020,432.93,88316180
478,6/8/2020,442.27,102852478
479,6/5/2020,434.64,128044710
480,6/4/2020,418.46,96460191
481,6/3/2020,410.36,90266399
482,6/2/2020,395.23,79368505
483,6/1/2020,392.01,64300377
484,5/29/2020,387.52,204180114
485,5/28/2020,392.28,95322063
486,5/27/2020,398.5,107241022
487,5/26/2020,381.92,114878926
488,5/22/2020,363.6,53978449
489,5/21/2020,364.54,67981711
490,5/20/2020,365.83,70105312
491,5/19/2020,357.89,70232649
492,5/18/2020,367.15,111137399
493,5/15/2020,348.6,129763551
494,5/14/2020,351.18,105708383
495,5/13/2020,342.14,110526518
496,5/12/2020,352.74,88250845
497,5/11/2020,362.42,81264017
498,5/8/2020,369.6,67221655
499,5/7/2020,361.68,72608468
500,5/6/2020,353.83,74463306
501,5/5/2020,362.19,74305855
502,5/4/2020,362.44,78136229
503,5/1/2020,365.79,78812248
504,4/30/2020,378.34,115571552
505,4/29/2020,388.77,99910494
506,4/28/2020,377.42,79194089
507,4/27/2020,374.02,81813948
508,4/24/2020,360.99,95438136
509,4/23/2020,355.96,86538349
510,4/22/2020,357.5,79501114
511,4/21/2020,353.65,98078510
512,4/20/2020,365.35,102409283
513,4/17/2020,372.64,136919130
514,4/16/2020,352.99,103509493
515,4/15/2020,359.22,103991767
516,4/14/2020,375.62,104810953
517,4/13/2020,374.38,102662426
518,4/9/2020,388.28,128100822
519,4/8/2020,369.12,97484969
520,4/7/2020,353.56,112195739
521,4/6/2020,350.26,125789016
522,4/3/2020,325.95,98565632
523,4/2/2020,333.4,104215139
524,4/1/2020,325.37,115345291
525,3/31/2020,346.02,133988852
526,3/30/2020,356.7,102110101
527,3/27/2020,349.66,128163916
528,3/26/2020,361.62,149721909
529,3/25/2020,339.78,178345507
530,3/24/2020,330.99,166708829
531,3/23/2020,293.55,157682323
532,3/20/2020,312.65,238019258
533,3/19/2020,323.22,141164090
534,3/18/2020,316.1,173454850
535,3/17/2020,346.78,180316381
536,3/16/2020,327.87,180040349
537,3/13/2020,381.2,185238882
538,3/12/2020,336.66,198004242
539,3/11/2020,377.3,165810436
540,3/10/2020,399.35,154692472
541,3/9/2020,376.6,187947857
542,3/6/2020,422.74,170984933
543,3/5/2020,437.12,150081497
544,3/4/2020,459.55,134306616
