,Date,PX_LAST,PX_VOLUME
393,10/7/2020,195.17,51740181
394,10/6/2020,193.47,48434056
395,10/5/2020,197.38,37382862
396,10/2/2020,194.22,47661133
397,10/1/2020,198.17,51369224
398,9/30/2020,195.49,68787846
399,9/29/2020,195.26,38839575
400,9/28/2020,194.71,52973889
401,9/25/2020,192.42,50506378
402,9/24/2020,190,50708023
403,9/23/2020,189.25,67124497
404,9/22/2020,194.47,64063082
405,9/21/2020,190.89,78657884
406,9/18/2020,193.19,126314895
407,9/17/2020,195.34,70429088
408,9/16/2020,198.99,62458843
409,9/15/2020,201.42,47264537
410,9/14/2020,198.02,48989731
411,9/11/2020,197.76,50104824
412,9/10/2020,198.34,57889637
413,9/9/2020,201.51,57888455
414,9/8/2020,199.68,74002183
415,9/4/2020,204.6,68553755
416,9/3/2020,208.61,69222613
417,9/2/2020,215.83,56331454
418,9/1/2020,211.21,48719726
419,8/31/2020,209.04,65268541
420,8/28/2020,209.9,37047143
421,8/27/2020,209.23,48964776
422,8/26/2020,211.97,56458820
423,8/25/2020,204.38,37704936
424,8/24/2020,202.42,50701225
425,8/21/2020,200.3,44855204
426,8/20/2020,201.06,40400488
427,8/19/2020,198.34,45338209
428,8/18/2020,199.24,35917275
429,8/17/2020,197.08,41089457
430,8/14/2020,196.89,41326165
431,8/13/2020,197.09,41265080
432,8/12/2020,196.35,45851193
433,8/11/2020,193.93,60520520
434,8/10/2020,196.49,62222565
435,8/7/2020,197.39,62700117
436,8/6/2020,197.49,55067741
437,8/5/2020,192.77,51462776
438,8/4/2020,192.29,48658830
439,8/3/2020,191.64,55354120
440,7/31/2020,191.69,89605684
441,7/30/2020,190.22,40887334
442,7/29/2020,189.62,39757227
443,7/28/2020,188.15,39074860
444,7/27/2020,189.9,47006800
445,7/24/2020,188.43,49386929
446,7/23/2020,188.54,64966718
447,7/22/2020,192.28,41681552
448,7/21/2020,192.2,48771717
449,7/20/2020,192.99,49622150
450,7/17/2020,190.61,59346115
451,7/16/2020,191.43,51335854
452,7/15/2020,190.86,54089791
453,7/14/2020,190.31,60316950
454,7/13/2020,188.61,61885350
455,7/10/2020,192.39,53255137
456,7/9/2020,188.7,60369831
457,7/8/2020,188.77,67266370
458,7/7/2020,187.03,55583701
459,7/6/2020,187.73,59359575
460,7/2/2020,183.78,58920313
461,7/1/2020,183.9,61361528
462,6/30/2020,179.88,78396812
463,6/29/2020,177.53,64916277
464,6/26/2020,173.97,153560829
465,6/25/2020,182.14,82886890
466,6/24/2020,181.1,90456850
467,6/23/2020,185.65,67231787
468,6/22/2020,184.51,60230391
469,6/19/2020,183.56,187281202
470,6/18/2020,184.15,53095781
471,6/17/2020,184.17,56537426
472,6/16/2020,184.03,65405659
473,6/15/2020,181.82,65967448
474,6/12/2020,180.02,64422657
475,6/11/2020,178.44,80044938
476,6/10/2020,187.13,58281507
477,6/9/2020,187.61,57511159
478,6/8/2020,187.28,63004980
479,6/5/2020,185.2,67620959
480,6/4/2020,182.14,55308706
481,6/3/2020,183.62,53429797
482,6/2/2020,183.23,52472696
483,6/1/2020,182.34,41603953
484,5/29/2020,180.89,104564876
485,5/28/2020,179.62,57579599
486,5/27/2020,181.35,63579192
487,5/26/2020,180.36,64664168
488,5/22/2020,179.85,41866251
489,5/21/2020,179.04,62174421
490,5/20/2020,179.85,65290258
491,5/19/2020,175.13,59745294
492,5/18/2020,175.85,62369996
493,5/15/2020,172.15,74105897
494,5/14/2020,170.01,59750149
495,5/13/2020,168.32,67930396
496,5/12/2020,171.09,49505297
497,5/11/2020,174.47,53274782
498,5/8/2020,174.23,50911313
499,5/7/2020,171.53,60679161
500,5/6/2020,168.89,65047654
501,5/5/2020,169.57,52600727
502,5/4/2020,168.53,53653469
503,5/1/2020,167.99,57299196
504,4/30/2020,170.66,88553836
505,4/29/2020,170.62,69692027
506,4/28/2020,162.42,54718124
507,4/27/2020,165.55,54408033
508,4/24/2020,164.63,58358407
509,4/23/2020,162.91,59347222
510,4/22/2020,161.76,68123868
511,4/21/2020,157.99,68801036
512,4/20/2020,163.18,53712697
513,4/17/2020,164.69,71397634
514,4/16/2020,162.39,64508524
515,4/15/2020,161.7,54330237
516,4/14/2020,163.41,58820837
517,4/13/2020,158.29,57952821
518,4/9/2020,158.14,76336887
519,4/8/2020,157.06,66800924
520,4/7/2020,154.51,80398037
521,4/6/2020,153.48,84797881
522,4/3/2020,143.84,68740315
523,4/2/2020,147.07,70645530
524,4/1/2020,144.44,77520342
525,3/31/2020,150.35,99665862
526,3/30/2020,151.13,82605399
527,3/27/2020,145.91,80550290
528,3/26/2020,152.14,97108658
529,3/25/2020,143.46,110242200
530,3/24/2020,145.77,103651512
531,3/23/2020,137.76,104520905
532,3/20/2020,138.3,152617817
533,3/19/2020,145.02,99575883
534,3/18/2020,142.65,116399276
535,3/17/2020,146.78,108847077
536,3/16/2020,141.15,116551101
537,3/13/2020,157.61,120740060
538,3/12/2020,144.33,132927167
539,3/11/2020,158.45,84571540
540,3/10/2020,165.62,95507452
541,3/9/2020,158.44,111857717
542,3/6/2020,168.93,85403762
543,3/5/2020,171.06,77462638
544,3/4/2020,177.63,67546455
545,3/3/2020,171.49,100776141
546,3/2/2020,177.39,103804804
547,2/28/2020,171.25,160362622
548,2/27/2020,170.87,102642999
549,2/26/2020,178.08,73383336
550,2/25/2020,178.45,77907312
551,2/24/2020,182.85,68310282
552,2/21/2020,189.12,57264420
553,2/20/2020,191.8,50852174
554,2/19/2020,192.97,42148000
555,2/18/2020,192.26,49091316
556,2/14/2020,191.5,38151096
557,2/13/2020,191.31,49941175
558,2/12/2020,191.03,52399094
559,2/11/2020,189.29,49400428
560,2/10/2020,190.46,52882619
561,2/7/2020,188.88,49179926
562,2/6/2020,188.68,58797303
563,2/5/2020,186.55,53231899
564,2/4/2020,186.46,56927295
565,2/3/2020,185.16,54567337
566,1/31/2020,182.84,68016833
567,1/30/2020,185.19,64594372
568,1/29/2020,186.67,54581054
569,1/28/2020,187.48,45564506
570,1/27/2020,185.29,55494154
571,1/24/2020,188.48,57827969
572,1/23/2020,190.47,59898171
573,1/22/2020,191.12,52367283
574,1/21/2020,191.01,68122202
575,1/17/2020,191.1,68621691
576,1/16/2020,189.4,49148331
577,1/15/2020,188.15,42951183
578,1/14/2020,187.52,47237134
579,1/13/2020,188.08,45648146
580,1/10/2020,186.63,38375751
581,1/9/2020,186.92,46703758
582,1/8/2020,186.44,50138128
583,1/7/2020,185.17,44206215
584,1/6/2020,185.24,48652831
585,1/3/2020,183.01,40849001
586,1/2/2020,184.03,43457117
587,12/31/2019,181.64,37291224
588,12/30/2019,181.28,30275562
589,12/27/2019,183.16,31285794
590,12/26/2019,183.42,32326334
591,12/24/2019,181.94,15056331
592,12/23/2019,182.18,43567701
593,12/20/2019,182.8,149058487
594,12/19/2019,182.1,53227478
595,12/18/2019,180.67,53860302
596,12/17/2019,180.14,48752992
597,12/16/2019,180.12,51108817
598,12/13/2019,178.27,48961838
599,12/12/2019,178.85,51213526
600,12/11/2019,178.86,44348338
601,12/10/2019,178.32,44460776
602,12/9/2019,178.96,44438196
