Date,RU10GRTR,RU10GRTR_VOL,S5ENRS,S5ENRS_VOL,S5FINL,S5FINL_VOL,S5INFT,S5INFT_VOL,S5TELS,S5TELS_VOL
4/28/2022,523.22,32319339682,586.92,44509288,593.95,75067094,2584.89,170671697,205.37,92326657
4/27/2022,518.171,35346487340,569.08,47317925,586.34,79563521,2484.58,159100013,197.69,93212845
4/26/2022,520.946,33943000116,560.78,52811990,586.94,80717485,2451.28,156200258,203,93866036
4/25/2022,519.276,35677964298,560.53,64876821,602.29,87169467,2545.76,153739316,209.63,99611407
4/22/2022,533.92,27510833544,579.9,47826507,601.3,88424953,2509.65,148327691,206.48,91071866
4/21/2022,539.519,29256951920,594.35,53590092,619.9,84417511,2581.78,135967299,213.52,89552645
4/20/2022,543.835,28220836739,613.39,42782637,629.57,75827788,2627.16,122098776,218.8,102253799
4/19/2022,543.968,26411212812,610.86,40657333,625.28,86301897,2630.64,116404397,228.08,71277780
4/18/2022,549.258,22513743117,616.8,46352377,617.14,79074618,2583.12,107674459,223.46,64406916
4/14/2022,554.507,25921742231,607.63,41329011,613.38,101375658,2574.88,138166518,223.81,78672130
4/13/2022,555.016,27782201210,605.12,33066573,619.85,69527976,2639.45,111918268,227.96,70079886
4/12/2022,550.526,31987622472,597,39771928,620.35,68207670,2598.1,122540287,225.02,68809759
4/11/2022,551.201,32506954012,586.88,46696882,627.04,66766569,2607.31,131737264,226.86,115635257
4/8/2022,559.172,30794220742,605.71,44322468,630.05,71494816,2677.04,118549821,230.73,68175971
4/7/2022,558.245,33639308543,589.46,44727135,623.78,81247060,2716,127902404,232.46,65981353
4/6/2022,566.349,34131955669,581.57,42316982,624.39,100476711,2709.72,157476182,234.17,71167350
4/5/2022,573.325,6138010254,578.43,46560681,628.52,76883410,2780.5,130631945,239.22,66270716
4/4/2022,575.716,8637977222,587.29,40754460,633.25,73695241,2842.79,124749555,242.58,69614008
4/1/2022,567.86,29212465151,586.89,38861833,636.27,153891736,2789.45,138917136,237.17,55072036
3/31/2022,565.84,29935495330,581.93,59609185,637.61,115411052,2794.09,196056125,235.09,71843809
3/30/2022,569.564,32810755930,590.15,40536602,652.76,75618981,2839.31,136026184,239.92,45485761
3/29/2022,562.999,26108841738,583.32,47105119,657.4,62914756,2878.53,137344616,241.25,51398200
3/28/2022,557.192,26527653877,585.92,44903310,655.86,63701823,2820.35,117563218,237.94,50333716
3/25/2022,557.232,26749087859,601.34,47862071,657.82,60445482,2786.1,115784904,237.3,49893807
3/24/2022,563.09,27703402187,587.95,42508857,649.33,57736974,2788.63,141598586,236.39,49377623
3/23/2022,564.941,29032982125,587.2,47602160,644.46,72089105,2715.11,135825018,232.47,55412876
3/22/2022,560.255,30359512644,577.16,63123609,656.55,76850973,2756.55,142348152,235.4,58868760
3/21/2022,552.23,30914156358,581,67658716,646.21,79674257,2717.9,154410853,230.77,63176909
3/18/2022,556.008,42775730943,559.78,201995200,647.02,319948118,2722.71,406524073,232.31,229253895
3/17/2022,554.98,46867401308,559.27,70428898,645.14,85832186,2664.42,140265217,229.02,64437025
3/16/2022,535.196,48228657004,540.44,73944996,637.31,101188054,2646.17,184834158,226.9,75429490
3/15/2022,508.139,49166617407,542.77,72735752,619.46,84465330,2561.1,166072904,220.45,68423747
3/14/2022,522.083,34422755741,563.77,68315598,611.45,85126675,2476.22,156600459,215.61,72346736
3/11/2022,537.209,34240159421,580.55,59726813,603.92,72775623,2524.09,137295911,219.59,61936201
3/10/2022,545.563,34565119267,585.53,67307546,608.28,77830216,2570.38,139088112,223.8,57986231
3/9/2022,539.567,43136761925,568.11,91324554,613.18,102815972,2616.32,156831644,225.49,66869485
3/8/2022,541.87,43960224022,586.75,101944003,591.79,122526129,2516.12,196219544,217.97,81293766
3/7/2022,547.421,40695812989,578.73,82459746,595.06,124454456,2526.92,181120831,218.22,79895486
3/4/2022,565.966,33543844144,569.81,77928123,617.65,98675346,2623.97,146968032,226.71,66701007
3/3/2022,579.6,32137405512,554,56349753,629.98,87444092,2671.61,141474416,229.92,67832250
3/2/2022,577.508,29989290338,552.49,65402249,631.87,102149863,2705.23,154422759,231.72,68491505
3/1/2022,581.452,30042788663,540.47,78304134,616.13,138283170,2647.28,171592905,230.09,71971500
2/28/2022,578.915,31357476141,534.95,90419962,639.85,141791001,2701.16,197873018,232.92,98421043
2/25/2022,579.213,2.57164E+11,521.54,52222938,649.25,96039585,2705.5,152994846,232.93,72111671
2/24/2022,570.747,4.71458E+11,507.64,68739873,629.38,126957080,2668.97,246745472,229.53,97995347
2/23/2022,596.437,27913940422,512.09,46828471,636.81,74138384,2579.56,156998410,222.57,73998256
2/22/2022,596.307,4.49847E+11,506.95,62313248,648.3,78174664,2647.4,165964504,226.48,72858158
2/18/2022,608.709,1.6338E+11,514.82,47402835,651.02,88794256,2670.94,180984490,228.72,77375158
2/17/2022,614.201,1.43015E+11,518.9,39573381,651.79,72149743,2700.67,148415388,230.73,62892942
2/16/2022,614.825,1.45167E+11,519.34,46678631,667.89,57175322,2786.05,129456871,237.77,80219288
2/15/2022,607.329,1.25178E+11,515.42,45026138,667.88,57722289,2790.9,149558857,238.24,60217740
2/14/2022,603.022,1.75554E+11,522.66,52040468,658.84,78714234,2716.6,167841866,235.28,64915872
2/11/2022,612.842,1.36883E+11,534.65,60816697,666.25,86912130,2717.49,200674990,234.52,71046247
2/10/2022,618.057,1.37413E+11,520.12,42272566,676.07,74683207,2801.71,166208257,240.63,78832142
2/9/2022,612.425,1.53295E+11,523.67,43537544,681.84,60696359,2880.99,146837615,244.07,72529061
2/8/2022,602.541,1.30192E+11,521.01,42072203,677.83,80820949,2816.02,128618504,238.23,66348471
2/7/2022,602.304,82584316844,532.31,47803331,668.58,72425916,2780.55,121543988,238.47,72406324
2/4/2022,603.177,74604969456,525.45,50031453,666.38,78280624,2798.95,142733313,243.93,75080543
2/3/2022,597.819,72772247826,517.29,46016276,655.53,67577926,2785.76,174962786,243.58,112380469
2/2/2022,599.23,72327324040,522.72,47848699,663.18,73842334,2873.87,186901058,261.44,87494886
2/1/2022,599.61,99321016695,520.75,57186013,658.84,86513108,2850.67,151464709,253.61,87337901
1/31/2022,596.752,1.026E+11,502.93,63299019,649.52,119552226,2843.88,213543816,250.41,121121232
1/28/2022,588.308,1.02794E+11,500.72,49997579,643.77,82181017,2769.57,198891017,244.55,75438606
1/27/2022,588.729,1.77548E+11,503.75,57639863,635.68,88907104,2654.5,198793973,237.62,85625036
1/26/2022,598.293,2.01104E+11,497.56,62060981,641.59,103100922,2672.96,204775332,236.93,97568125
1/25/2022,597.798,1.70674E+11,498.42,63307734,639.89,112180903,2653.82,187962252,238.81,85553257
1/24/2022,603.582,2.4609E+11,479.43,68602346,636.91,133637265,2717.3,262470341,244.27,110738932
1/21/2022,614.514,1.12464E+11,476.81,61676423,635.39,119252221,2708.3,220074303,243.22,102890068
1/20/2022,620.16,1.3897E+11,486.31,44519307,648.48,83901781,2761.65,137515549,253.05,68593171
1/19/2022,612.292,1.82359E+11,490.72,45159167,652.56,96118001,2798.88,145460160,255.96,62999988
1/18/2022,613.139,1.89968E+11,493.97,57803395,663.53,98611814,2837.84,161828443,256.45,100617978
1/14/2022,620.977,2.28909E+11,491.98,47061376,679.12,98605208,2910.18,128298505,261.66,65591988
1/13/2022,623.859,2.08539E+11,480.24,39300673,686.03,70458294,2884.6,138542234,260.27,61294113
1/12/2022,625.77,81532095712,483.15,45221536,688.85,68134431,2963.15,110961685,263.96,53075908
1/11/2022,613.76,82134850015,482.24,50825524,688.57,68894064,2950.3,127889212,263.02,52899197
1/10/2022,608.44,66561863865,466.32,52137294,682.86,88478848,2915,178726722,260.36,74116442
1/7/2022,605.396,37397286425,467.58,46362193,684.91,83242891,2912.02,130916163,260.3,81766477
1/6/2022,600.937,72280167300,460.89,47314790,677.14,84540792,2941.73,141637420,261.12,70913457
1/5/2022,603.702,84369302749,450.57,55960767,666.83,84998463,2955.98,166224138,260.2,82551033
1/4/2022,609.729,62991058668,450.9,55917379,675.26,85089327,3051.48,147922135,268.08,71131239
1/3/2022,609.014,35122597577,435.83,46976265,658.13,79392193,3086.75,117803698,268.97,66729616
12/31/2021,608.266,20046934319,422.74,29556458,650.04,47283994,3055.45,89002663,267.48,47942914
12/30/2021,603.693,56485538269,421.68,25220227,650.89,33622070,3070.42,70745493,270.76,35615545
12/29/2021,601.294,51062515331,424.55,27090650,652.58,40456550,3091.36,85484428,270.45,35568283
12/28/2021,605.284,75660686977,427.25,23590363,653.01,43943694,3089.1,87010660,271.28,36275863
12/27/2021,602.631,68106660977,427.74,26804110,652.71,40337860,3107.46,95752141,272.06,46343479
12/23/2021,601.538,66816538681,418.37,27591232,646.5,45247550,3041.12,99766458,269.61,47685474
12/22/2021,596.739,86600167602,417.96,36582903,642.97,48658823,3024.05,99267607,267.76,48466558
12/21/2021,593.646,84701239094,415.57,43846593,639.84,75126126,2984.39,137880485,265.69,60274441
12/20/2021,586.904,99091121952,403.9,57833221,627.21,99404537,2908.72,133016569,261.28,62316888
12/17/2021,599.666,1.02764E+11,408.68,166583651,639.39,315671176,2944.89,434565625,262.92,228042561
12/16/2021,603.387,1.2112E+11,418.06,50552394,654.23,91937482,2963.95,180152094,264.73,87142008
12/15/2021,598.588,93091359001,415.33,46520627,646.42,84681727,3051.33,165011242,266.27,73277243
12/14/2021,602.329,1.87713E+11,417.09,51479335,644.4,79170561,2969.58,164261987,262.95,83432290
12/13/2021,606.514,1.78535E+11,418.67,44036935,640.4,72482738,3019.14,150605077,264.32,68413143
12/10/2021,610.392,1.09142E+11,430.61,38538645,647.84,61146909,3068.89,131138572,266.26,54232549
12/9/2021,614.915,94336374815,427.37,35485224,646.94,58113906,3006.64,121657772,265.8,57452592
12/8/2021,611.586,99156481993,431.28,38239021,648.64,65532576,3039.92,128106710,267.86,67356533
12/7/2021,608.893,1.06455E+11,431.24,47440117,651.61,80622762,3026.4,169993492,265.87,74196488
12/6/2021,598.232,82448017288,421.64,41283130,640.08,78424475,2923.9,157988591,262.45,71374248
12/3/2021,603.464,75534771894,415.28,51248822,631.2,88158115,2895.73,167862240,258.65,80132888
12/2/2021,609.156,99954666280,418.41,55444810,641.08,92914335,2944.32,166091030,259.86,91041735
12/1/2021,604.171,1.0719E+11,406.82,57946991,623.42,85442332,2919.73,178572401,255.73,77620928
11/30/2021,597.064,1.31664E+11,410.7,158738000,630.37,187207519,2956.85,303183301,260.9,152988655
11/29/2021,600.286,1.19172E+11,421.22,50854054,645.94,82792585,2985.41,154265690,268.96,65907943
11/26/2021,602.3,1.1892E+11,418.59,44214350,643.93,70569180,2908.63,115080223,265.98,42525547
11/24/2021,617.049,80869000221,436.37,36902700,665.73,63046147,2986.29,132559125,271.02,47492549
11/23/2021,618.142,1.41893E+11,432.14,43747328,667.25,63558261,2965.28,143070144,270.45,55641855
11/22/2021,621.171,1.57921E+11,419.38,49157411,657.08,74622163,2971.41,160238913,271.53,65245443
11/19/2021,624.9,1.6011E+11,411.91,56012992,647.83,78683554,3005.82,155007357,274.93,66953236
11/18/2021,627.183,1.19615E+11,428.66,38549113,655.11,54593662,2982.98,154644340,275.72,52831575
11/17/2021,633.582,64932681562,430.97,39312877,658.25,55417597,2952.82,125476220,276.31,51343075
11/16/2021,635.347,83750914727,438.62,33726738,665.64,57481186,2964.47,111487943,276.81,52463948
11/15/2021,633.505,1.16884E+11,438.21,37831208,666.75,55751631,2932.98,106932351,278.22,50455333
11/12/2021,632.841,1.24379E+11,434.6,31409498,666.61,56265610,2936.35,105589077,277.7,46546003
11/11/2021,630.825,1.08469E+11,435.73,32247468,665.39,47172753,2901.95,95158174,273.1,48427693
11/10/2021,627.358,1.04244E+11,434.38,41361130,663.33,57299324,2886.7,128920172,274.39,55309535
11/9/2021,626.633,90967966664,447.67,40472058,664.66,61790458,2935.91,132685768,277.87,48237183
11/8/2021,624.588,78263106043,445.91,33703630,668.31,59305343,2948.56,129592025,278.6,52529374
11/5/2021,622.201,64267342943,442,39691799,664.86,58438335,2931.66,134971424,279.05,63088377
11/4/2021,624.339,29305666507,435.83,41606179,664.4,69183504,2919.07,169376650,276.98,69377492
11/3/2021,621.345,80333946639,434.99,45727975,673.43,66831013,2874.92,108217087,275.92,63534352
11/2/2021,622.071,92724669259,438.65,37894692,670.79,61662889,2857.8,111890246,274.18,54181206
11/1/2021,622.346,92811141542,443.11,38630567,669.66,58736806,2834.68,111197523,273.31,53687831
10/29/2021,622.429,1.27032E+11,436.19,51368206,669.09,86819631,2836.88,138105939,275.13,65659589
10/28/2021,627.985,1.11488E+11,439.12,34699745,672,61988377,2824.63,126711393,272.86,56552897
10/27/2021,631.338,87907475746,436.1,46444032,663.78,70301532,2795.01,139623958,271.98,61583171
10/26/2021,637.812,88335294591,448.94,35894068,675.21,57230236,2800.29,123695941,269.41,56976601
10/25/2021,638.349,94700034348,445.91,41782940,674.12,57030644,2791.25,100711656,270.71,56512113
10/22/2021,636.308,96721042182,439.56,39959600,675.17,58565186,2782.04,116640876,269.62,49921142
10/21/2021,636.233,1.07736E+11,435.5,49622572,666.34,64525615,2791.32,99401141,275.92,50260456
10/20/2021,640.22,99206683456,443.53,38793951,668.71,62474366,2780.01,88141042,274.93,51427151
10/19/2021,636.969,1.33473E+11,439.87,40986451,663.42,52284748,2788.02,87279696,275.41,43050293
10/18/2021,631.287,61418112854,434.89,50184346,656.92,64659846,2761.19,98189149,273.22,53307861
10/15/2021,631.581,68163971217,434.44,47745334,656.87,96890448,2737.93,113683684,271.29,60208740
10/14/2021,623.21,93948565427,432.43,40177444,647.11,79257465,2716.44,104882942,271.59,52713676
10/13/2021,620.037,84097926809,427.19,43513844,636.25,69887139,2655.83,107722434,267,54054585
10/12/2021,616.758,87373649244,427.6,44681209,640.35,61194412,2640.88,113325592,265.69,61820861
10/11/2021,622.668,1.52192E+11,427.71,47465404,642.33,54860831,2654.41,78340293,268.5,51980889
10/8/2021,618.41,88429490314,429.46,43203401,648.89,55540907,2668.53,80732619,272.45,46077037
10/7/2021,616.506,86676095019,416.45,44878114,645.8,63603922,2678.88,97274340,273.41,54072399
10/6/2021,603.612,1.40438E+11,413.6,59538225,642.04,68086523,2654.6,108449241,272.55,55570586
10/5/2021,608.229,1.06117E+11,418,52946752,641.04,68400759,2636.51,105930086,271.3,50216444
10/4/2021,608.163,75842621719,415.6,104734604,629.86,74095024,2598.62,134613875,267.05,62334092
10/1/2021,613.168,38662158620,408.94,49489385,634.54,70937709,2661.54,118627093,272.81,51868280
9/30/2021,616.35,1.0389E+11,395.88,73218306,624.6,89671857,2623.83,135740257,268.04,64674492
9/29/2021,615.455,73953804875,401.66,58929848,634.9,62074020,2641.79,110176645,269.18,49442644
9/28/2021,619.968,1.15229E+11,401.67,63310534,634.55,87956031,2644.49,156161200,269.75,55530185
9/27/2021,623.07,85218130967,399.83,56051091,644.76,72889033,2725.85,99646076,277.51,48505555
9/24/2021,621.95,63302875651,386.57,37711018,636.42,60719983,2753.59,77858316,277.81,42103684
9/23/2021,625.592,83718159279,383.35,41842931,632.96,67414758,2751.76,92744739,275.91,49876183
9/22/2021,620.304,77403335881,370.71,49425629,617.55,76030943,2715.18,105170032,273.68,61947626
9/21/2021,619.601,51200924695,359.34,41330721,607.93,71961681,2677.79,100966948,273.71,53138924
9/20/2021,617.99,56650660613,358,53976454,608.81,107195188,2676.94,149681704,274.63,65113369
9/17/2021,628.33,81234024285,369.23,182930932,622.64,297512580,2727.69,305758354,279.82,140791872
9/16/2021,627.069,84543497527,372.04,40431240,625.7,78523339,2769.71,99981825,283.41,50800400
9/15/2021,632.715,95753946993,376.02,58360193,627.2,85182625,2767.95,118350681,284,63896212
9/14/2021,636.295,92369909647,362.21,43512870,621.41,82303972,2743.59,107198732,281.96,59232340
9/13/2021,638.866,75856200811,367.9,46063528,630.3,67192953,2747.36,112907955,284.47,53217631
9/10/2021,642.453,86241741968,357.39,33808006,623.22,60266309,2746.4,111628743,283.32,43112665
9/9/2021,638.002,93925202638,357.55,34550890,627.29,53532259,2773.73,87510175,285.88,45767918
9/8/2021,644.547,98006279741,357.11,34529455,625.74,60940945,2785.51,100896495,286.82,43297371
9/7/2021,650.35,98757448220,361.8,34298142,627.85,61336141,2796.87,95069157,288.06,45014887
9/3/2021,645.477,92021411733,363.88,33532049,631.43,55036295,2796.12,86369482,286.77,30673677
9/2/2021,643.49,84313807369,365.82,43150596,635.14,60338676,2785.42,96175719,286.45,45604621
9/1/2021,643.731,95729688819,356.8,40818453,633.34,72479245,2786.8,99831135,288.46,40768922
8/31/2021,641.858,1.20932E+11,362.26,63671638,637.26,104264214,2786.1,136434530,286.95,65746944
8/30/2021,630.382,93597625419,364.92,31280544,637.82,56313641,2801.93,92542369,286.17,40755932
8/27/2021,624.132,69215451321,369.21,36660621,647.31,58078358,2771.73,97988087,284.06,38980774
8/26/2021,620.915,67983524569,359.77,31481031,638.94,57071846,2745.17,92423450,279.58,34708431
8/25/2021,625.371,63207446091,365.28,35407631,642.38,66744027,2762.41,131800721,281.63,37688624
8/24/2021,622.725,74552371263,362.68,39676333,634.7,51628229,2763.92,87754127,280.99,33624224
8/23/2021,606.783,58232713954,356.92,44221236,630.48,54820005,2767.4,109511006,279.83,36096479
8/20/2021,598.513,80944527769,343.95,45200935,625.58,66062775,2732.56,118506763,276.32,40290647
8/19/2021,604.2,1.04856E+11,342.99,55835605,621.73,72926098,2697.52,125917942,273.7,42081430
8/18/2021,618.502,74431238639,352.34,41514674,626.5,63049553,2671.14,105474279,273.35,38778921
8/17/2021,615.608,89198209475,361,36925247,633.85,63223422,2708.75,100630452,275.32,36957784
8/16/2021,623.357,64601348292,364.35,38543520,639.24,63828694,2732.56,97706179,278.08,41335762
8/13/2021,627.472,67441275602,371.14,32907106,640.34,52814509,2720.61,85923078,277.4,30843230
8/12/2021,632.372,93718423144,375.97,29789747,645.03,55492979,2705.92,104512396,276.72,32705308
8/11/2021,635.533,1.05532E+11,377.82,34994128,644.21,68201747,2690.18,91553022,275.75,36372074
8/10/2021,636.777,92724047369,375,36280270,636.79,65741591,2689.5,98929260,275.68,37498001
8/9/2021,633.719,95185033373,368.66,36871917,630.43,67414993,2709.19,84192906,275.44,36350177
8/6/2021,632.858,77412031454,374.19,32894946,628.53,75683866,2718.65,100453960,275.34,41295199
8/5/2021,636.553,77199499510,370.75,36089564,616.13,63599000,2721.95,98313627,275.39,41927196
8/4/2021,638.39,63291173895,366.06,53224467,608.59,70186714,2707.3,132229289,272.91,49964357
8/3/2021,633.581,72694810681,377.11,45050139,613.24,73055949,2702.04,114798566,272.27,53746197
8/2/2021,633.052,96322406038,370.33,40365722,606.39,69940671,2683.64,111123852,272.78,40323134
7/30/2021,625.485,1.18655E+11,372.99,59019372,606.9,104590280,2693.55,121351010,273.3,67339498
7/29/2021,634.052,96522194686,379.67,31531586,611.36,72218756,2695.8,116002389,274.51,46645680
7/28/2021,620.724,1.02229E+11,376.15,36078642,604.91,71342715,2682.96,125297634,277.04,55416365
7/27/2021,612.95,96766928607,372.54,39475219,606.18,62752846,2685.52,122873359,274.97,50783558
7/26/2021,626.397,75648389592,376.34,43727777,605.89,65120683,2712.79,94639046,277.91,55095005
7/23/2021,641.534,64903956424,367.17,35529222,602.61,59454075,2713.4,98826645,275.96,43553776
7/22/2021,648.864,66350825627,368.77,38212836,601.84,65123826,2686.75,99069233,268.83,41166649
7/21/2021,641.742,58917805430,372.98,53011247,608.14,75578701,2667.76,112881876,267.74,47866664
7/20/2021,641.163,66415185542,360.26,52401746,597.93,87011367,2641.78,123199244,265.79,53358551
7/19/2021,644.136,96327127225,355.36,68938080,583.81,104815056,2603.45,129735467,262.89,62445278
7/16/2021,655.254,68711313329,368.6,45044591,600.62,84006730,2640.2,111676342,267.3,42158544
7/15/2021,659.329,73954070877,379.08,44127149,608.77,73062514,2666.05,109350333,268.83,42838824
7/14/2021,654.2,77013029146,384.51,46599931,606.49,91150828,2688.7,104735576,270.28,41397594
7/13/2021,654.711,72220962657,396.15,32013285,609.5,67688313,2669.19,91678228,270.09,40145367
7/12/2021,648.449,70081665233,398.98,39351391,616.06,69110312,2657.52,90772821,270.38,41753116
7/9/2021,644.199,68466796457,399.42,40940139,610.19,76152278,2656.39,104236760,267.97,47069485
7/8/2021,643.176,83504608727,391.55,42907633,593.17,83916340,2631.41,111427617,265.81,49199750
7/7/2021,655.034,80558248630,393.37,41336447,605.06,71425874,2655.92,103356412,268.62,40475706
7/6/2021,657.439,94039763099,400.28,49201631,604.53,79549380,2642.88,112715485,268.9,46360637
7/2/2021,661.393,52050166456,413.52,32283737,614.07,50641306,2633.26,95506201,269.14,34876162
7/1/2021,667.552,65329472599,414.36,42880143,615.32,55000244,2597.15,101695320,266.68,39583678
6/30/2021,670.617,1.03538E+11,407.37,46779613,610.6,72432018,2594.48,121618886,264.35,50950531
6/29/2021,671.683,82143051993,402.1,33828027,607.77,67732936,2596.96,90685357,264.95,41529300
6/28/2021,673.347,85729278567,404.13,42496060,609.78,71633809,2578.82,96532816,266.34,50906371
6/25/2021,672.498,54316579761,418.03,68532272,614.75,137417907,2550.53,172696267,264.16,61224479
6/24/2021,666.518,81097033493,416.07,34179382,607.15,69999815,2554.32,91539968,263.93,46391988
6/23/2021,662.949,60493483673,412.55,41364290,599.89,63170918,2537.96,84541930,261.82,50381076
6/22/2021,656.2,68501036195,411.46,39455456,598.25,76171694,2540.85,100554282,262.36,46978492
6/21/2021,657.957,89626941569,408.73,47857485,597.63,93424238,2518.44,113843154,260.39,53474366
6/18/2021,663.126,1.13369E+11,391.92,139527093,583.92,279934519,2491.85,290971563,258.06,134798104
6/17/2021,663.862,90265927390,403.71,56947787,598.57,113940185,2515.35,132443051,261.06,54382070
6/16/2021,667.137,1.0375E+11,418.31,47221997,616.68,96948814,2486.32,116243499,259.57,49324228
6/15/2021,671.118,89732804483,420.34,41973147,617.55,72803460,2499.34,92433222,261.58,44550589
6/14/2021,673.495,35234434012,411.85,38123668,616.14,78981996,2515.43,109872789,262.87,40340699
6/11/2021,672.89,81316940774,413.47,36050549,622.55,62908006,2489.51,89462337,260.93,39010349
6/10/2021,671.276,83489847552,415.02,46483057,618.8,65218033,2475.69,106962624,260.92,41560316
6/9/2021,668.294,1.07343E+11,415.56,49725736,625.81,62056635,2457.32,90915941,259.06,45019938
6/8/2021,670.425,1.06099E+11,417.89,47696298,632.49,131908317,2455.77,99541807,259.45,54764169
6/7/2021,671.89,64818917781,414.25,32781717,633.74,56863984,2455.23,94490994,260.04,37334727
6/4/2021,672.344,1.13304E+11,415.85,38329413,637.75,52506301,2455.64,96218920,258.81,39981458
6/3/2021,673.24,92273258902,413.47,61200142,636.58,59476938,2409.45,101131298,255.33,52881007
6/2/2021,675.574,93655159184,412.19,54492468,635.04,64942990,2431.7,101465281,257.21,48850113
6/1/2021,676.694,1.34113E+11,405.14,63589362,634.27,72185510,2416.65,99259431,257.89,44392062
5/28/2021,661.791,92050655378,389.82,47471782,630.13,72244658,2426.93,112681591,257.37,51714446
5/27/2021,658.573,2.36643E+11,389.54,116033323,629.92,171197286,2419.57,211919059,258.18,112290483
5/26/2021,657.218,2.04601E+11,389.32,44147770,622.53,79914000,2432.35,96991766,257.61,49936347
5/25/2021,654.056,81780339058,385.73,44906962,620.46,75736954,2432.67,101304375,256.11,53044103
5/24/2021,644.855,81715060764,393.76,44087190,626.48,54816953,2431.21,100063590,255.81,53099602
5/21/2021,646.361,1.12732E+11,389.91,44332411,623.58,77206804,2389.19,124303029,251.18,67267877
5/20/2021,645.981,1.78898E+11,389.17,43421449,618.02,60142796,2401.75,124121850,251.89,67682734
5/19/2021,645.081,3.72134E+11,389.63,54378860,617.45,81882637,2357.73,138319112,247.74,87997468
5/18/2021,647.822,2.48691E+11,399.72,52671674,621.39,62809827,2349.97,99972976,247.5,103579373
5/17/2021,637.234,1.4083E+11,410.53,48035951,629.87,57499678,2369.29,104410492,250.58,106499865
5/14/2021,635.277,89094146407,401.29,48583742,629.04,56815282,2386,116751254,252.8,46466457
5/13/2021,628.104,1.09912E+11,389.01,49166331,619.5,72697753,2336.43,131644828,248.59,52698089
5/12/2021,638.982,1.18269E+11,394.33,53572757,608.11,78524795,2304.75,153975291,246.46,57328037
5/11/2021,645.692,1.25032E+11,394.09,56531712,616.09,67136368,2372.72,137965438,251.56,51920575
5/10/2021,653.893,1.02526E+11,404.45,56073407,626.55,67938116,2378.5,140051502,252.91,64110641
5/7/2021,654.91,94126227714,404.65,55403299,627.29,64695007,2440.35,112069663,257.83,52835329
5/6/2021,651.132,74105093426,397.15,48436648,623.92,70103222,2421.4,123412747,256.27,58431549
5/5/2021,647.312,88915787931,395.24,61595417,615.12,62772057,2397.11,108539341,253.48,52869558
5/4/2021,648.216,1.57965E+11,382.51,50821731,609.4,78506363,2401.03,148596112,254.16,64710215
5/3/2021,650.099,11522837183,382.43,50870001,605.19,63140718,2447.34,116045639,256.55,69323031
4/30/2021,654.29,1.05521E+11,371.6,59407821,601.98,104567551,2452.63,147845633,257.55,73812728
4/29/2021,662.466,98124654259,381.98,47852004,607.79,69406436,2488.11,128959498,259.87,64426123
4/28/2021,662.625,1.01903E+11,377.8,48522568,596.94,62733508,2488.74,136339714,252.91,58451100
4/27/2021,661.123,89853854230,365.57,38329134,595.27,66770746,2512.93,112124721,249.88,49809285
4/26/2021,660.454,1.42001E+11,361.03,38405190,589.93,70686318,2519.85,112876124,251.01,58459058
4/23/2021,656.745,2.20861E+11,358.74,38238627,587.97,75541950,2505.73,122309766,250.35,56173838
4/22/2021,651.088,89722490837,355.42,47123365,577.31,72315329,2470.15,116781681,247.6,80484585
4/21/2021,648.767,95883779402,360.5,44504579,583.77,68335981,2499.55,108269739,249.25,72311189
4/20/2021,653.973,1.68865E+11,355.26,43867255,575.78,69919873,2474.25,103022194,249.95,54292085
4/19/2021,654.403,88388292849,364.98,37383419,586.42,70464641,2495.17,116761524,251.24,64982751
4/16/2021,654.466,82512043273,365.19,41607805,588.09,93343588,2517.31,125551776,251.93,67490534
4/15/2021,650.748,67129109385,368.5,40170995,584.25,89490840,2518.11,119725377,251.65,57112325
4/14/2021,648.467,1.11379E+11,371.78,50773557,584.87,73541661,2473.92,106955617,248.49,62840195
4/13/2021,642.266,85881450978,361.26,35481094,581.01,64384328,2502.59,105780828,250.65,56570119
4/12/2021,641.468,61062693841,360.91,41557777,586.42,57378601,2478.92,120034988,250.43,57103138
4/9/2021,645.355,60909732285,364.35,36245000,583.88,62954648,2490.99,108824786,251.95,62278449
4/8/2021,651.649,83353815397,366.17,45697845,578.91,60850005,2466.55,114661962,251.53,63584434
4/7/2021,649.366,88551796715,371.23,39314160,578.95,51331489,2432,93253433,251.73,65406447
4/6/2021,653.271,1.1652E+11,369.6,41128157,576.59,59741773,2418.98,109469664,249.92,88327611
4/5/2021,649.302,76182995798,370.57,50288046,577.22,71259110,2428.22,122415538,249.75,71915872
4/1/2021,647.568,1.21758E+11,379.71,49606321,572.97,66667836,2380.03,118974079,244.2,64558979
3/31/2021,638.395,2.17054E+11,369.89,53073096,565.72,96063787,2331.06,170933011,239.28,99337582
3/30/2021,639.876,69914552452,373.35,36119453,570.85,68488318,2296.68,107500690,238.32,89607181
3/29/2021,635.111,58381026167,376.37,41596987,566.8,75282274,2318.63,117130082,238.61,128167415
3/26/2021,633.827,44819151840,381.18,49205450,572.1,77671938,2330.55,141360335,236.19,162239581
3/25/2021,624.581,46734758801,371.44,53014081,562.53,74328780,2272.9,139165974,237,76005666
3/24/2021,629.359,49500699797,370.51,49157995,553.81,69418057,2274.52,133504729,237.79,73958877
3/23/2021,641.56,59288401429,361.4,65637301,551.41,81475742,2302.31,135651634,241.8,77258881
